format,date,opponent,venue,runs,balls,fours,sixes,not_out,dismissal,tour,away,season,match_ref,tour_id
T20I,2021-03-18,England,Ahmedabad,1,5,,,,stumped,v England in India 2021,no,,T20I # 1135,v England in India 2021|England
T20I,2021-03-20,England,Ahmedabad,80,52,7,2,yes,not out,v England in India 2021,no,,T20I # 1138,v England in India 2021|England
ODI,2021-03-23,England,Pune,56,60,6,,,caught,v England in India 2021,no,,ODI # 4281,v England in India 2021|England
ODI,2021-03-26,England,Pune,66,79,3,1,,caught,v England in India 2021,no,,ODI # 4283,v England in India 2021|England
ODI,2021-03-28,England,Pune,7,10,1,,,bowled,v England in India 2021,no,,ODI # 4284,v England in India 2021|England
IPL,2021-04-09,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",33,29,4,0,,lbw,,,IPL 2021,IPL-1254058,
IPL,2021-04-14,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",33,30,4,0,,caught (V Shankar),,,IPL 2021,IPL-1254063,
IPL,2021-04-18,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",5,6,1,0,,caught (RA Tripathi),,,IPL 2021,IPL-1254067,
IPL,2021-04-22,Rajasthan Royals,"Wankhede Stadium, Mumbai",72,47,6,3,,,,,IPL 2021,IPL-1254073,
IPL,2021-04-25,Chennai Super Kings,"Wankhede Stadium, Mumbai",8,8,1,0,,caught (MS Dhoni),,,IPL 2021,IPL-1254076,
IPL,2021-04-27,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",12,12,2,0,,bowled,,,IPL 2021,IPL-1254079,
IPL,2021-04-30,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",35,34,3,1,,bowled,,,IPL 2021,IPL-1254083,
Test,2021-06-18,New Zealand,Southampton,44,132,1,,,lbw,Tournament in England 2021,yes,,Test # 2425,Tournament in England 2021|New Zealand
Test,2021-06-18,New Zealand,Southampton,13,29,,,,caught,Tournament in England 2021,yes,,Test # 2425,Tournament in England 2021|New Zealand
Test,2021-08-04,England,Nottingham,0,1,,,,caught,India in England 2021 — v England,yes,,Test # 2428,India in England 2021 — v England|England
Test,2021-08-12,England,Lord's,42,103,3,,,caught,India in England 2021 — v England,yes,,Test # 2429,India in England 2021 — v England|England
Test,2021-08-12,England,Lord's,20,31,4,,,caught,India in England 2021 — v England,yes,,Test # 2429,India in England 2021 — v England|England
Test,2021-08-25,England,Leeds,7,17,1,,,caught,India in England 2021 — v England,yes,,Test # 2432,India in England 2021 — v England|England
Test,2021-08-25,England,Leeds,55,125,8,,,caught,India in England 2021 — v England,yes,,Test # 2432,India in England 2021 — v England|England
Test,2021-09-02,England,The Oval,50,96,8,,,caught,India in England 2021 — v England,yes,,Test # 2433,India in England 2021 — v England|England
Test,2021-09-02,England,The Oval,44,96,7,,,caught,India in England 2021 — v England,yes,,Test # 2433,India in England 2021 — v England|England
IPL,2021-09-20,Kolkata Knight Riders,"Zayed Cricket Stadium, Abu Dhabi",5,5,1,0,,lbw,,,IPL 2021,IPL-1254087,
IPL,2021-09-24,Chennai Super Kings,Sharjah Cricket Stadium,53,42,6,1,,caught (RA Jadeja),,,IPL 2021,IPL-1254113,
IPL,2021-09-26,Mumbai Indians,Dubai International Cricket Stadium,51,44,3,3,,caught (AS Roy),,,IPL 2021,IPL-1254108,
IPL,2021-09-29,Rajasthan Royals,Dubai International Cricket Stadium,25,20,4,0,,run out (R Parag),,,IPL 2021,IPL-1254103,
IPL,2021-10-03,Punjab Kings,Sharjah Cricket Stadium,25,25,2,1,,bowled,,,IPL 2021,IPL-1254090,
IPL,2021-10-06,Sunrisers Hyderabad,"Zayed Cricket Stadium, Abu Dhabi",5,4,1,0,,lbw,,,IPL 2021,IPL-1254095,
IPL,2021-10-08,Delhi Capitals,Dubai International Cricket Stadium,4,8,0,0,,caught (K Rabada),,,IPL 2021,IPL-1254101,
IPL,2021-10-11,Kolkata Knight Riders,Sharjah Cricket Stadium,39,33,5,0,,bowled,,,IPL 2021,IPL-1254115,
T20I,2021-10-24,Pakistan,Dubai (DICS),57,49,5,1,,caught,Tournament in UAE 2021,yes,,T20I # 1361,Tournament in UAE 2021|Pakistan
T20I,2021-10-31,New Zealand,Dubai (DICS),9,17,,,,caught,Tournament in UAE 2021,yes,,T20I # 1381,Tournament in UAE 2021|New Zealand
T20I,2021-11-05,Scotland,Dubai (DICS),2,2,,,yes,not out,Tournament in UAE 2021,yes,,T20I # 1396,Tournament in UAE 2021|Scotland
Test,2021-12-03,New Zealand,Wankhede,0,4,,,,lbw,v New Zealand in India 2021,no,,Test # 2438,v New Zealand in India 2021|New Zealand
Test,2021-12-03,New Zealand,Wankhede,36,84,1,1,,bowled,v New Zealand in India 2021,no,,Test # 2438,v New Zealand in India 2021|New Zealand
Test,2021-12-26,South Africa,Centurion,35,94,4,,,caught,India in South Africa 2022 — v South Africa,yes,,Test # 2443,India in South Africa 2022 — v South Africa|South Africa
Test,2021-12-26,South Africa,Centurion,18,32,4,,,caught,India in South Africa 2022 — v South Africa,yes,,Test # 2443,India in South Africa 2022 — v South Africa|South Africa
Test,2022-01-11,South Africa,Cape Town,79,201,12,1,,caught,India in South Africa 2022 — v South Africa,yes,,Test # 2448,India in South Africa 2022 — v South Africa|South Africa
Test,2022-01-11,South Africa,Cape Town,29,143,4,,,caught,India in South Africa 2022 — v South Africa,yes,,Test # 2448,India in South Africa 2022 — v South Africa|South Africa
ODI,2022-01-19,South Africa,Paarl,51,63,3,,,caught,India in South Africa 2022 — v South Africa,yes,,ODI # 4344,India in South Africa 2022 — v South Africa|South Africa
ODI,2022-01-21,South Africa,Paarl,0,5,,,,caught,India in South Africa 2022 — v South Africa,yes,,ODI # 4346,India in South Africa 2022 — v South Africa|South Africa
ODI,2022-01-23,South Africa,Cape Town,65,84,5,,,caught,India in South Africa 2022 — v South Africa,yes,,ODI # 4349,India in South Africa 2022 — v South Africa|South Africa
ODI,2022-02-06,West Indies,Ahmedabad,8,4,2,,,caught,v West Indies in India 2022,no,,ODI # 4353,v West Indies in India 2022|West Indies
ODI,2022-02-09,West Indies,Ahmedabad,18,30,3,,,caught,v West Indies in India 2022,no,,ODI # 4355,v West Indies in India 2022|West Indies
ODI,2022-02-11,West Indies,Ahmedabad,0,2,,,,caught,v West Indies in India 2022,no,,ODI # 4356,v West Indies in India 2022|West Indies
T20I,2022-02-16,West Indies,Eden Gardens,17,13,1,,,caught,v West Indies in India 2022,no,,T20I # 1467,v West Indies in India 2022|West Indies
T20I,2022-02-18,West Indies,Eden Gardens,52,41,7,1,,bowled,v West Indies in India 2022,no,,T20I # 1473,v West Indies in India 2022|West Indies
Test,2022-03-04,Sri Lanka,Mohali,45,76,5,,,bowled,v Sri Lanka in India 2022,no,,Test # 2452,v Sri Lanka in India 2022|Sri Lanka
Test,2022-03-12,Sri Lanka,Bengaluru,23,48,2,,,lbw,v Sri Lanka in India 2022,no,,Test # 2456,v Sri Lanka in India 2022|Sri Lanka
Test,2022-03-12,Sri Lanka,Bengaluru,13,16,1,,,lbw,v Sri Lanka in India 2022,no,,Test # 2456,v Sri Lanka in India 2022|Sri Lanka
IPL,2022-03-27,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",41,31,1,2,,,,,IPL 2022,IPL-1304049,
IPL,2022-03-30,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",12,7,2,0,,caught (SP Jackson),,,IPL 2022,IPL-1304052,
IPL,2022-04-05,Rajasthan Royals,"Wankhede Stadium, Mumbai",5,6,0,0,,,,,IPL 2022,IPL-1304059,
IPL,2022-04-09,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",48,36,5,0,,lbw,,,IPL 2022,IPL-1304064,
IPL,2022-04-12,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",1,3,0,0,,caught (S Dube),,,IPL 2022,IPL-1304068,
IPL,2022-04-16,Delhi Capitals,"Wankhede Stadium, Mumbai",12,14,1,0,,run out (Lalit Yadav),,,IPL 2022,IPL-1304073,
IPL,2022-04-19,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",0,1,0,0,,caught (DJ Hooda),,,IPL 2022,IPL-1304077,
IPL,2022-04-23,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",0,1,0,0,,caught (AK Markram),,,IPL 2022,IPL-1304082,
IPL,2022-04-26,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",9,11,2,0,,caught (R Parag),,,IPL 2022,IPL-1304085,
IPL,2022-04-30,Gujarat Titans,"Brabourne Stadium, Mumbai",58,54,6,1,,bowled,,,IPL 2022,IPL-1304089,
IPL,2022-05-04,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",30,35,3,1,,bowled,,,IPL 2022,IPL-1304095,
IPL,2022-05-08,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",0,1,0,0,,caught (KS Williamson),,,IPL 2022,IPL-1304100,
IPL,2022-05-13,Punjab Kings,"Brabourne Stadium, Mumbai",20,16,2,1,,caught (RD Chahar),,,IPL 2022,IPL-1304106,
IPL,2022-05-19,Gujarat Titans,"Wankhede Stadium, Mumbai",73,56,8,2,,stumped (MS Wade),,,IPL 2022,IPL-1304113,
IPL,2022-05-25,Lucknow Super Giants,"Eden Gardens, Kolkata",25,26,2,0,,caught (Mohsin Khan),,,IPL 2022,IPL-1312198,
IPL,2022-05-27,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",7,8,0,1,,caught (SV Samson),,,IPL 2022,IPL-1312199,
Test,2022-07-01,England,Birmingham,11,19,2,,,bowled,India in England 2022 — v England,yes,,Test # 2470,India in England 2022 — v England|England
Test,2022-07-01,England,Birmingham,20,40,4,,,caught,India in England 2022 — v England,yes,,Test # 2470,India in England 2022 — v England|England
T20I,2022-07-09,England,Birmingham,1,3,,,,caught,India in England 2022 — v England,yes,,T20I # 1628,India in England 2022 — v England|England
T20I,2022-07-10,England,Nottingham,11,6,1,1,,caught,India in England 2022 — v England,yes,,T20I # 1631,India in England 2022 — v England|England
ODI,2022-07-14,England,Lord's,16,25,3,,,caught,India in England 2022 — v England,yes,,ODI # 4428,India in England 2022 — v England|England
ODI,2022-07-17,England,Manchester,17,22,3,,,caught,India in England 2022 — v England,yes,,ODI # 4433,India in England 2022 — v England|England
T20I,2022-08-28,Pakistan,Dubai (DICS),35,34,3,1,,caught,Tournament in UAE 2022,yes,,T20I # 1750,Tournament in UAE 2022|Pakistan
T20I,2022-08-31,Hong Kong,Dubai (DICS),59,44,1,3,yes,not out,Tournament in UAE 2022,yes,,T20I # 1754,Tournament in UAE 2022|Hong Kong
T20I,2022-09-04,Pakistan,Dubai (DICS),60,44,4,1,,run out,Tournament in UAE 2022,yes,,T20I # 1758,Tournament in UAE 2022|Pakistan
T20I,2022-09-06,Sri Lanka,Dubai (DICS),0,4,,,,bowled,Tournament in UAE 2022,yes,,T20I # 1759,Tournament in UAE 2022|Sri Lanka
T20I,2022-09-08,Afghanistan,Dubai (DICS),122,61,12,6,yes,not out,Tournament in UAE 2022,yes,,T20I # 1761,Tournament in UAE 2022|Afghanistan
T20I,2022-09-20,Australia,Mohali,2,7,,,,caught,v Australia in India 2022,no,,T20I # 1788,v Australia in India 2022|Australia
T20I,2022-09-23,Australia,Nagpur,11,6,2,,,bowled,v Australia in India 2022,no,,T20I # 1794,v Australia in India 2022|Australia
T20I,2022-09-25,Australia,Hyderabad,63,48,3,4,,caught,v Australia in India 2022,no,,T20I # 1796,v Australia in India 2022|Australia
T20I,2022-09-28,South Africa,Thiruvananthapuram,3,9,,,,caught,v South Africa in India 2022,no,,T20I # 1800,v South Africa in India 2022|South Africa
T20I,2022-10-02,South Africa,Guwahati,49,28,7,1,yes,not out,v South Africa in India 2022,no,,T20I # 1803,v South Africa in India 2022|South Africa
T20I,2022-10-23,Pakistan,Melbourne,82,53,6,4,yes,not out,Tournament in Australia 2023,yes,,T20I # 1842,Tournament in Australia 2023|Pakistan
T20I,2022-10-27,Netherlands,Sydney,62,44,3,2,yes,not out,Tournament in Australia 2023,yes,,T20I # 1848,Tournament in Australia 2023|Netherlands
T20I,2022-10-30,South Africa,Perth,12,11,2,,,caught,Tournament in Australia 2023,yes,,T20I # 1853,Tournament in Australia 2023|South Africa
T20I,2022-11-02,Bangladesh,Adelaide,64,44,8,1,yes,not out,Tournament in Australia 2023,yes,,T20I # 1860,Tournament in Australia 2023|Bangladesh
T20I,2022-11-06,Zimbabwe,Melbourne,26,25,2,,,caught,Tournament in Australia 2023,yes,,T20I # 1873,Tournament in Australia 2023|Zimbabwe
T20I,2022-11-10,England,Adelaide,50,40,4,1,,caught,Tournament in Australia 2023,yes,,T20I # 1878,Tournament in Australia 2023|England
ODI,2022-12-04,Bangladesh,Mirpur,9,15,1,,,caught,India in Bangladesh 2022 — v Bangladesh,yes,,ODI # 4493,India in Bangladesh 2022 — v Bangladesh|Bangladesh
ODI,2022-12-07,Bangladesh,Mirpur,5,6,1,,,bowled,India in Bangladesh 2022 — v Bangladesh,yes,,ODI # 4496,India in Bangladesh 2022 — v Bangladesh|Bangladesh
ODI,2022-12-10,Bangladesh,Chattogram,113,91,11,2,,caught,India in Bangladesh 2022 — v Bangladesh,yes,,ODI # 4499,India in Bangladesh 2022 — v Bangladesh|Bangladesh
Test,2022-12-14,Bangladesh,Chattogram,1,5,,,,lbw,India in Bangladesh 2022 — v Bangladesh,yes,,Test # 2481,India in Bangladesh 2022 — v Bangladesh|Bangladesh
Test,2022-12-14,Bangladesh,Chattogram,19,29,,,yes,not out,India in Bangladesh 2022 — v Bangladesh,yes,,Test # 2481,India in Bangladesh 2022 — v Bangladesh|Bangladesh
Test,2022-12-22,Bangladesh,Mirpur,24,73,3,,,caught,India in Bangladesh 2022 — v Bangladesh,yes,,Test # 2484,India in Bangladesh 2022 — v Bangladesh|Bangladesh
Test,2022-12-22,Bangladesh,Mirpur,1,22,,,,caught,India in Bangladesh 2022 — v Bangladesh,yes,,Test # 2484,India in Bangladesh 2022 — v Bangladesh|Bangladesh
ODI,2023-01-10,Sri Lanka,Guwahati,113,87,12,1,,caught,v Sri Lanka in India 2023,no,,ODI # 4501,v Sri Lanka in India 2023|Sri Lanka
ODI,2023-01-12,Sri Lanka,Eden Gardens,4,9,1,,,bowled,v Sri Lanka in India 2023,no,,ODI # 4503,v Sri Lanka in India 2023|Sri Lanka
ODI,2023-01-15,Sri Lanka,Thiruvananthapuram,166,110,13,8,yes,not out,v Sri Lanka in India 2023,no,,ODI # 4505,v Sri Lanka in India 2023|Sri Lanka
ODI,2023-01-18,New Zealand,Hyderabad,8,10,1,,,bowled,v New Zealand in India 2023,no,,ODI # 4507,v New Zealand in India 2023|New Zealand
ODI,2023-01-21,New Zealand,Raipur,11,9,2,,,stumped,v New Zealand in India 2023,no,,ODI # 4509,v New Zealand in India 2023|New Zealand
ODI,2023-01-24,New Zealand,Indore,36,27,3,1,,caught,v New Zealand in India 2023,no,,ODI # 4511,v New Zealand in India 2023|New Zealand
Test,2023-02-09,Australia,Nagpur,12,26,2,,,caught,v Australia in India 2023,no,,Test # 2490,v Australia in India 2023|Australia
Test,2023-02-17,Australia,Delhi,44,84,4,,,lbw,v Australia in India 2023,no,,Test # 2493,v Australia in India 2023|Australia
Test,2023-02-17,Australia,Delhi,20,31,3,,,stumped,v Australia in India 2023,no,,Test # 2493,v Australia in India 2023|Australia
Test,2023-03-01,Australia,Indore,22,52,2,,,lbw,v Australia in India 2023,no,,Test # 2496,v Australia in India 2023|Australia
Test,2023-03-01,Australia,Indore,13,26,2,,,lbw,v Australia in India 2023,no,,Test # 2496,v Australia in India 2023|Australia
Test,2023-03-09,Australia,Ahmedabad,186,364,15,,,caught,v Australia in India 2023,no,,Test # 2499,v Australia in India 2023|Australia
ODI,2023-03-17,Australia,Wankhede,4,9,1,,,lbw,v Australia in India 2023,no,,ODI # 4538,v Australia in India 2023|Australia
ODI,2023-03-19,Australia,Visakhapatnam,31,35,4,,,lbw,v Australia in India 2023,no,,ODI # 4541,v Australia in India 2023|Australia
ODI,2023-03-22,Australia,Chennai,54,72,2,1,,caught,v Australia in India 2023,no,,ODI # 4545,v Australia in India 2023|Australia
IPL,2023-04-02,Mumbai Indians,"M Chinnaswamy Stadium, Bengaluru",82,53,6,5,,,,,IPL 2023,IPL-1359479,
IPL,2023-04-06,Kolkata Knight Riders,"Eden Gardens, Kolkata",21,18,3,0,,bowled,,,IPL 2023,IPL-1359483,
IPL,2023-04-10,Lucknow Super Giants,"M Chinnaswamy Stadium, Bengaluru",61,45,4,4,,caught (MP Stoinis),,,IPL 2023,IPL-1359489,
IPL,2023-04-15,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",50,35,6,1,,caught (YV Dhull),,,IPL 2023,IPL-1359494,
IPL,2023-04-17,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",6,4,1,0,,bowled,,,IPL 2023,IPL-1359498,
IPL,2023-04-20,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",59,48,5,1,,caught (JM Sharma),,,IPL 2023,IPL-1359501,
IPL,2023-04-23,Rajasthan Royals,"M Chinnaswamy Stadium, Bengaluru",0,1,0,0,,lbw,,,IPL 2023,IPL-1359506,
IPL,2023-04-26,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bengaluru",54,38,6,0,,caught (VR Iyer),,,IPL 2023,IPL-1359510,
IPL,2023-05-01,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",31,32,3,0,,stumped (N Pooran),,,IPL 2023,IPL-1359517,
IPL,2023-05-06,Delhi Capitals,"Arun Jaitley Stadium, Delhi",55,47,5,0,,caught (KK Ahmed),,,IPL 2023,IPL-1359524,
IPL,2023-05-09,Mumbai Indians,"Wankhede Stadium, Mumbai",1,4,0,0,,caught (Ishan Kishan),,,IPL 2023,IPL-1359528,
IPL,2023-05-14,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",18,20,1,0,,caught (YBK Jaiswal),,,IPL 2023,IPL-1359534,
IPL,2023-05-18,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",100,65,12,4,,caught (GD Phillips),,,IPL 2023,IPL-1359539,
IPL,2023-05-21,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",101,63,13,1,,,,,IPL 2023,IPL-1359544,
Test,2023-06-07,Australia,The Oval,14,31,2,,,caught,Tournament in England 2023,yes,,Test # 2505,Tournament in England 2023|Australia
Test,2023-06-07,Australia,The Oval,49,78,7,,,caught,Tournament in England 2023,yes,,Test # 2505,Tournament in England 2023|Australia
Test,2023-07-12,West Indies,Roseau,76,182,5,,,caught,India in West Indies 2023 — v West Indies,yes,,Test # 2510,India in West Indies 2023 — v West Indies|West Indies
Test,2023-07-20,West Indies,Port of Spain,121,206,11,,,run out,India in West Indies 2023 — v West Indies,yes,,Test # 2513,India in West Indies 2023 — v West Indies|West Indies
ODI,2023-09-02,Pakistan,Pallekele,4,7,1,,,bowled,Tournament in Sri Lanka 2023,yes,,ODI # 4630,Tournament in Sri Lanka 2023|Pakistan
ODI,2023-09-10,Pakistan,Colombo (RPS),122,94,9,3,yes,not out,Tournament in Sri Lanka 2023,yes,,ODI # 4639,Tournament in Sri Lanka 2023|Pakistan
ODI,2023-09-12,Sri Lanka,Colombo (RPS),3,12,,,,caught,India in Sri Lanka 2023 — v Sri Lanka,yes,,ODI # 4641,India in Sri Lanka 2023 — v Sri Lanka|Sri Lanka
ODI,2023-09-27,Australia,Rajkot,56,61,5,1,,caught,v Australia in India 2023,no,,ODI # 4657,v Australia in India 2023|Australia
ODI,2023-10-08,Australia,Chennai,85,116,6,,,caught,v Australia in India 2023,no,,ODI # 4662,v Australia in India 2023|Australia
ODI,2023-10-11,Afghanistan,Delhi,55,56,6,,yes,not out,v Afghanistan in India 2023,no,,ODI # 4666,v Afghanistan in India 2023|Afghanistan
ODI,2023-10-14,Pakistan,Ahmedabad,16,18,3,,,caught,v Pakistan in India 2023,no,,ODI # 4669,v Pakistan in India 2023|Pakistan
ODI,2023-10-19,Bangladesh,Pune,103,97,6,4,yes,not out,v Bangladesh in India 2023,no,,ODI # 4674,v Bangladesh in India 2023|Bangladesh
ODI,2023-10-22,New Zealand,Dharamsala,95,104,8,2,,caught,v New Zealand in India 2023,no,,ODI # 4678,v New Zealand in India 2023|New Zealand
ODI,2023-10-29,England,Lucknow,0,9,,,,caught,v England in India 2023,no,,ODI # 4686,v England in India 2023|England
ODI,2023-11-02,Sri Lanka,Wankhede,88,94,11,,,caught,v Sri Lanka in India 2023,no,,ODI # 4690,v Sri Lanka in India 2023|Sri Lanka
ODI,2023-11-05,South Africa,Eden Gardens,101,121,10,,yes,not out,v South Africa in India 2023,no,,ODI # 4694,v South Africa in India 2023|South Africa
ODI,2023-11-12,Netherlands,Bengaluru,51,56,5,1,,bowled,v Netherlands in India 2023,no,,ODI # 4702,v Netherlands in India 2023|Netherlands
ODI,2023-11-15,New Zealand,Wankhede,117,113,9,2,,caught,v New Zealand in India 2023,no,,ODI # 4703,v New Zealand in India 2023|New Zealand
ODI,2023-11-19,Australia,Ahmedabad,54,63,4,,,bowled,v Australia in India 2023,no,,ODI # 4705,v Australia in India 2023|Australia
Test,2023-12-26,South Africa,Centurion,38,64,5,,,caught,India in South Africa 2024 — v South Africa,yes,,Test # 2520,India in South Africa 2024 — v South Africa|South Africa
Test,2023-12-26,South Africa,Centurion,76,82,12,1,,caught,India in South Africa 2024 — v South Africa,yes,,Test # 2520,India in South Africa 2024 — v South Africa|South Africa
Test,2024-01-03,South Africa,Cape Town,46,59,6,1,,caught,India in South Africa 2024 — v South Africa,yes,,Test # 2522,India in South Africa 2024 — v South Africa|South Africa
Test,2024-01-03,South Africa,Cape Town,12,11,2,,,caught,India in South Africa 2024 — v South Africa,yes,,Test # 2522,India in South Africa 2024 — v South Africa|South Africa
T20I,2024-01-14,Afghanistan,Indore,29,16,5,,,caught,v Afghanistan in India 2024,no,,T20I # 2431,v Afghanistan in India 2024|Afghanistan
T20I,2024-01-17,Afghanistan,Bengaluru,0,1,,,,caught,v Afghanistan in India 2024,no,,T20I # 2435,v Afghanistan in India 2024|Afghanistan
IPL,2024-03-22,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",21,21,0,1,,caught (R Ravindra),,,IPL 2024,IPL-1422119,
IPL,2024-03-25,Punjab Kings,"M Chinnaswamy Stadium, Bengaluru",77,52,11,2,,caught (Harpreet Brar),,,IPL 2024,IPL-1422124,
IPL,2024-03-29,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bengaluru",83,60,4,4,,,,,IPL 2024,IPL-1422128,
IPL,2024-04-02,Lucknow Super Giants,"M Chinnaswamy Stadium, Bengaluru",22,16,2,1,,caught (D Padikkal),,,IPL 2024,IPL-1422133,
IPL,2024-04-06,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",113,77,12,4,,,,,IPL 2024,IPL-1422137,
IPL,2024-04-11,Mumbai Indians,"Wankhede Stadium, Mumbai",3,9,0,0,,caught (Ishan Kishan),,,IPL 2024,IPL-1426263,
IPL,2024-04-15,Sunrisers Hyderabad,"M Chinnaswamy Stadium, Bengaluru",42,20,6,2,,bowled,,,IPL 2024,IPL-1426268,
IPL,2024-04-21,Kolkata Knight Riders,"Eden Gardens, Kolkata",18,7,1,2,,caught and bowled,,,IPL 2024,IPL-1426274,
IPL,2024-04-25,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",51,43,4,1,,caught (Abdul Samad),,,IPL 2024,IPL-1426279,
IPL,2024-04-28,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",70,45,6,3,,,,,IPL 2024,IPL-1426283,
IPL,2024-05-04,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",42,27,2,4,,caught (WP Saha),,,IPL 2024,IPL-1426290,
IPL,2024-05-09,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",92,52,7,6,,caught (RR Rossouw),,,IPL 2024,IPL-1426296,
IPL,2024-05-12,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",27,14,1,3,,caught (Abishek Porel),,,IPL 2024,IPL-1426300,
IPL,2024-05-18,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",47,30,3,4,,caught (DJ Mitchell),,,IPL 2024,IPL-1426306,
IPL,2024-05-22,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",33,24,3,1,,caught (D Ferreira),,,IPL 2024,IPL-1426310,
T20I,2024-06-05,Ireland,New York,1,5,,,,caught,Tournament in USA 2024,yes,,T20I # 2639,Tournament in USA 2024|Ireland
T20I,2024-06-09,Pakistan,New York,4,3,1,,,caught,Tournament in USA 2024,yes,,T20I # 2658,Tournament in USA 2024|Pakistan
T20I,2024-06-12,U.S.A.,New York,0,1,,,,caught,Tournament in USA 2024,yes,,T20I # 2671,Tournament in USA 2024|U.S.A.
T20I,2024-06-20,Afghanistan,Bridgetown,24,24,,1,,caught,Tournament in West Indies 2024,yes,,T20I # 2710,Tournament in West Indies 2024|Afghanistan
T20I,2024-06-22,Bangladesh,North Sound,37,28,1,3,,bowled,Tournament in West Indies 2024,yes,,T20I # 2716,Tournament in West Indies 2024|Bangladesh
T20I,2024-06-24,Australia,Gros Islet,0,5,,,,caught,Tournament in West Indies 2024,yes,,T20I # 2721,Tournament in West Indies 2024|Australia
T20I,2024-06-27,England,Providence,9,9,,1,,bowled,Tournament in West Indies 2024,yes,,T20I # 2724,Tournament in West Indies 2024|England
T20I,2024-06-29,South Africa,Bridgetown,76,59,6,2,,caught,Tournament in West Indies 2024,yes,,T20I # 2729,Tournament in West Indies 2024|South Africa
ODI,2024-08-02,Sri Lanka,Colombo (RPS),24,32,2,,,lbw,India in Sri Lanka 2024 — v Sri Lanka,yes,,ODI # 4752,India in Sri Lanka 2024 — v Sri Lanka|Sri Lanka
ODI,2024-08-04,Sri Lanka,Colombo (RPS),14,19,2,,,lbw,India in Sri Lanka 2024 — v Sri Lanka,yes,,ODI # 4753,India in Sri Lanka 2024 — v Sri Lanka|Sri Lanka
ODI,2024-08-07,Sri Lanka,Colombo (RPS),20,18,4,,,lbw,India in Sri Lanka 2024 — v Sri Lanka,yes,,ODI # 4754,India in Sri Lanka 2024 — v Sri Lanka|Sri Lanka
Test,2024-09-19,Bangladesh,Chennai,6,6,,,,caught,v Bangladesh in India 2024,no,,Test # 2550,v Bangladesh in India 2024|Bangladesh
Test,2024-09-19,Bangladesh,Chennai,17,37,2,,,lbw,v Bangladesh in India 2024,no,,Test # 2550,v Bangladesh in India 2024|Bangladesh
Test,2024-09-27,Bangladesh,Kanpur,47,35,4,1,,bowled,v Bangladesh in India 2024,no,,Test # 2552,v Bangladesh in India 2024|Bangladesh
Test,2024-09-27,Bangladesh,Kanpur,29,37,4,,yes,not out,v Bangladesh in India 2024,no,,Test # 2552,v Bangladesh in India 2024|Bangladesh
Test,2024-10-16,New Zealand,Bengaluru,0,9,,,,caught,v New Zealand in India 2024,no,,Test # 2555,v New Zealand in India 2024|New Zealand
Test,2024-10-16,New Zealand,Bengaluru,70,102,8,1,,caught,v New Zealand in India 2024,no,,Test # 2555,v New Zealand in India 2024|New Zealand
Test,2024-10-24,New Zealand,Pune,1,9,,,,bowled,v New Zealand in India 2024,no,,Test # 2557,v New Zealand in India 2024|New Zealand
Test,2024-10-24,New Zealand,Pune,17,40,2,,,lbw,v New Zealand in India 2024,no,,Test # 2557,v New Zealand in India 2024|New Zealand
Test,2024-11-01,New Zealand,Wankhede,4,6,1,,,run out,v New Zealand in India 2024,no,,Test # 2560,v New Zealand in India 2024|New Zealand
